origin,train_end,step,target_date,y_true,mu_log,sigma_log,y_pred,y_pred_mean,insample_scale,modelo
2021-03-01,2021-03-01,2,2021-05-01,15908108.22397056,16.564422806229647,0.36662690037198836,15625625.835078524,16711880.777841039,5399494.063566544,SARIMA
2021-03-01,2021-03-01,3,2021-06-01,16430714.61503123,16.52115048849754,0.42242260995169334,14963889.477012943,16360344.055364404,5399494.063566544,SARIMA
2021-03-01,2021-03-01,4,2021-07-01,15765340.012123786,16.57288255674337,0.4547859111582984,15758375.453881087,17475276.511790898,5399494.063566544,SARIMA
2021-03-01,2021-03-01,5,2021-08-01,17793395.258316882,16.655580464009557,0.484142744123152,17116962.07444867,19245302.488611538,5399494.063566544,SARIMA
2021-03-01,2021-03-01,6,2021-09-01,17701014.731764168,16.56255740072099,0.5064425308069466,15596504.876212548,17730545.049422372,5399494.063566544,SARIMA
2021-03-01,2021-03-01,7,2021-10-01,17758714.841657992,16.58255132742613,0.5251697559147825,15911478.539051607,18264191.709048484,5399494.063566544,SARIMA
2021-03-01,2021-03-01,8,2021-11-01,17407028.491258733,16.625214489640808,0.5403990926546914,16605001.27605816,19215543.740903184,5399494.063566544,SARIMA
2021-03-01,2021-03-01,9,2021-12-01,20432534.845650554,16.693158582787873,0.5530978070943732,17772423.68508614,20709791.68997672,5399494.063566544,SARIMA
2021-03-01,2021-03-01,10,2022-01-01,21092285.296450797,16.773422104705194,0.5636474188849447,19257710.899587817,22573141.11210387,5399494.063566544,SARIMA
2021-03-01,2021-03-01,11,2022-02-01,16186897.483220601,16.660300677520247,0.572479809447535,17197948.776990164,20260165.866219,5399494.063566544,SARIMA
2021-03-01,2021-03-01,12,2022-03-01,20609813.782492623,16.540429318858866,0.5798834947881603,15255174.559783222,18048294.533902314,5399494.063566544,SARIMA
2021-04-01,2021-04-01,1,2021-05-01,15908108.22397056,16.58584408546884,0.3250698726458538,15963957.540894251,16830096.442114744,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,2,2021-06-01,16430714.61503123,16.5488708723441,0.3629809430972485,15384497.004968157,16432119.029230082,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,3,2021-07-01,15765340.012123786,16.594439766455526,0.41840705645000964,16101770.07495958,17574718.85915838,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,4,2021-08-01,17793395.258316882,16.677593591258784,0.4504759348268007,17497937.787904024,19366549.344409853,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,5,2021-09-01,17701014.731764168,16.581732712028618,0.4796725249175118,15898458.487656709,17836822.845018443,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,6,2021-10-01,17758714.841657992,16.600351754126628,0.5018492071815904,16197245.48777268,18370892.993093636,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,7,2021-11-01,17407028.491258733,16.641811880370348,0.5205099936308895,16882900.794281173,19332094.633427035,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,8,2021-12-01,20432534.845650554,16.70813353371052,0.5356985353229435,18040567.567384396,20824068.06184662,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,9,2022-01-01,21092285.296450797,16.787979339648384,0.5483818390011371,19540100.339515135,22710561.994058933,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,10,2022-02-01,16186897.483220601,16.673561619749968,0.5589309960123968,17427528.640503857,20373865.79220834,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,11,2022-03-01,20609813.782492623,16.55224692020672,0.5677748416343671,15436523.575880768,18136391.459513962,5315142.2344340375,SARIMA
2021-04-01,2021-04-01,12,2022-04-01,17759980.546359718,16.545234123579466,0.5751975508785294,15328649.068501242,18086208.325970575,5315142.2344340375,SARIMA
