origin,train_end,step,target_date,y_true,y_pred,insample_scale,modelo
2021-03-01,2021-03-01,9,2021-12-01,20432534.845650554,17202586.877394475,5399494.063566544,Naive
2021-03-01,2021-03-01,10,2022-01-01,21092285.296450797,16543166.329284055,5399494.063566544,Naive
2021-03-01,2021-03-01,11,2022-02-01,16186897.483220601,14407952.673525412,5399494.063566544,Naive
2021-03-01,2021-03-01,12,2022-03-01,20609813.782492623,14855886.310192015,5399494.063566544,Naive
2021-04-01,2021-04-01,1,2021-05-01,15908108.22397056,12686546.557102365,5315142.2344340375,Naive
2021-04-01,2021-04-01,2,2021-06-01,16430714.61503123,11660013.98178747,5315142.2344340375,Naive
2021-04-01,2021-04-01,3,2021-07-01,15765340.012123786,13758716.764084388,5315142.2344340375,Naive
2021-04-01,2021-04-01,4,2021-08-01,17793395.258316882,13323316.211153105,5315142.2344340375,Naive
2021-04-01,2021-04-01,5,2021-09-01,17701014.731764168,13966334.13123472,5315142.2344340375,Naive
2021-04-01,2021-04-01,6,2021-10-01,17758714.841657992,14341882.098049797,5315142.2344340375,Naive
2021-04-01,2021-04-01,7,2021-11-01,17407028.491258733,15174929.118296979,5315142.2344340375,Naive
2021-04-01,2021-04-01,8,2021-12-01,20432534.845650554,17202586.877394475,5315142.2344340375,Naive
2021-04-01,2021-04-01,9,2022-01-01,21092285.296450797,16543166.329284055,5315142.2344340375,Naive
2021-04-01,2021-04-01,10,2022-02-01,16186897.483220601,14407952.673525412,5315142.2344340375,Naive
2021-04-01,2021-04-01,11,2022-03-01,20609813.782492623,14855886.310192015,5315142.2344340375,Naive
2021-04-01,2021-04-01,12,2022-04-01,17759980.546359718,15524759.746510506,5315142.2344340375,Naive
2021-05-01,2021-05-01,1,2021-06-01,16430714.61503123,11660013.98178747,5282933.302625332,Naive
2021-05-01,2021-05-01,2,2021-07-01,15765340.012123786,13758716.764084388,5282933.302625332,Naive
2021-05-01,2021-05-01,3,2021-08-01,17793395.258316882,13323316.211153105,5282933.302625332,Naive
2021-05-01,2021-05-01,4,2021-09-01,17701014.731764168,13966334.13123472,5282933.302625332,Naive
2021-05-01,2021-05-01,5,2021-10-01,17758714.841657992,14341882.098049797,5282933.302625332,Naive
2021-05-01,2021-05-01,6,2021-11-01,17407028.491258733,15174929.118296979,5282933.302625332,Naive
2021-05-01,2021-05-01,7,2021-12-01,20432534.845650554,17202586.877394475,5282933.302625332,Naive
2021-05-01,2021-05-01,8,2022-01-01,21092285.296450797,16543166.329284055,5282933.302625332,Naive
2021-05-01,2021-05-01,9,2022-02-01,16186897.483220601,14407952.673525412,5282933.302625332,Naive
2021-05-01,2021-05-01,10,2022-03-01,20609813.782492623,14855886.310192015,5282933.302625332,Naive
2021-05-01,2021-05-01,11,2022-04-01,17759980.546359718,15524759.746510506,5282933.302625332,Naive
2021-05-01,2021-05-01,12,2022-05-01,16931826.340154935,15908108.22397056,5282933.302625332,Naive
2021-06-01,2021-06-01,1,2021-07-01,15765340.012123786,13758716.764084388,5275172.201574096,Naive
2021-06-01,2021-06-01,2,2021-08-01,17793395.258316882,13323316.211153105,5275172.201574096,Naive
2021-06-01,2021-06-01,3,2021-09-01,17701014.731764168,13966334.13123472,5275172.201574096,Naive
2021-06-01,2021-06-01,4,2021-10-01,17758714.841657992,14341882.098049797,5275172.201574096,Naive
2021-06-01,2021-06-01,5,2021-11-01,17407028.491258733,15174929.118296979,5275172.201574096,Naive
2021-06-01,2021-06-01,6,2021-12-01,20432534.845650554,17202586.877394475,5275172.201574096,Naive
2021-06-01,2021-06-01,7,2022-01-01,21092285.296450797,16543166.329284055,5275172.201574096,Naive
