serie,municipio,tributo,origin,train_end,step,target_date,y_true,mu_log,sigma_log,y_pred_median,y_pred_mean,insample_scale
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,3,2023-01-01,135212874.65426108,18.674184027172142,0.10526775494197721,128853161.00108115,129569072.75924765,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,4,2023-02-01,132887451.56330125,18.593873655337557,0.10874944690735774,118909547.30143024,119614768.75596796,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,5,2023-03-01,145681238.28892994,18.695846139029257,0.11066180248751263,131674844.05680123,132483564.77911879,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,6,2023-04-01,143508604.1514569,18.667101743034415,0.11172425248085988,127943810.24403648,128744824.3311786,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,7,2023-05-01,145983428.00425628,18.898945686796058,0.11231809930330906,161327285.18640372,162348101.81465054,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,8,2023-06-01,147945962.3126708,18.77188034294065,0.11265111872857206,142077088.20431373,142981452.9577133,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,9,2023-07-01,149804608.7464599,18.738278041998832,0.11283821088712312,137382290.86478356,138259688.1460099,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,10,2023-08-01,158308919.14379752,18.790505229548458,0.11294342681105395,144748053.8683065,145674223.17337477,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,11,2023-09-01,149291086.55814052,18.90040685413416,0.11300263119062016,161563183.647856,162598031.96397787,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-10-01,2022-10-01,12,2023-10-01,162466226.3022135,18.853206041491777,0.11303595575878313,154114446.19623214,155102167.8466339,11031433.233207375
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,1,2022-12-01,173647289.37823588,18.99505612486012,0.08608818572577513,177602084.38582063,178261425.38229436,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,2,2023-01-01,135212874.65426108,18.637128348268032,0.0982953199242804,124165802.61274453,124767096.9902612,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,3,2023-02-01,132887451.56330125,18.565935839246677,0.10441499433902626,115633450.81394672,116265518.35729066,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,4,2023-03-01,145681238.28892994,18.674784173026403,0.1076392214832794,128930514.90095375,129679590.0348958,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,5,2023-04-01,143508604.1514569,18.651224512433807,0.10937562823386658,125928458.30533949,126683958.40961811,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,6,2023-05-01,145983428.00425628,18.886977714058578,0.11032096375086617,159408032.326639,160381044.75671384,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,7,2023-06-01,147945962.3126708,18.76285971003864,0.11083853729667402,140801226.1410785,141668772.20216805,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,8,2023-07-01,149804608.7464599,18.731479362354076,0.1111227659725455,136451440.5423818,137296516.2179672,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,9,2023-08-01,158308919.14379752,18.785381527681125,0.11127910808763046,144008304.73974785,144902701.01023716,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,10,2023-09-01,149291086.55814052,18.896545715701688,0.11136518194000404,160940568.60515103,161941678.25019592,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,11,2023-10-01,162466226.3022135,18.8502965327376,0.11141259296206418,153666700.5416863,154623380.62022716,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-11-01,2022-11-01,12,2023-11-01,163312814.20696488,18.798938525457526,0.11143871483842656,145973918.81442392,146883133.60123503,10911982.283399848
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,1,2023-01-01,135212874.65426108,18.624215466126333,0.08560862191185756,122572771.68333502,123022753.52038747,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,2,2023-02-01,132887451.56330125,18.55632414922675,0.09799012781269495,114527342.23080546,115078513.76906234,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,3,2023-03-01,145681238.28892994,18.667629955375382,0.10406946345348757,128011409.59539182,128706500.72662649,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,4,2023-04-01,143508604.1514569,18.645899623228388,0.10721118915759865,125259685.36817442,125981640.3472054,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,5,2023-05-01,145983428.00425628,18.883014520836852,0.1088711624496698,158777517.74427858,159721301.03396782,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,6,2023-06-01,147945962.3126708,18.759910088035777,0.10975771661239249,140386527.64898685,141234680.60478902,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,7,2023-07-01,149804608.7464599,18.7292841621753,0.11023381776830432,136152230.84845105,136981975.50297868,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,8,2023-08-01,158308919.14379752,18.783747841113303,0.11049023569074719,143773232.37620386,144653514.7221289,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,9,2023-09-01,149291086.55814052,18.89532994861026,0.11062854912721147,160745021.25226992,161731690.16096616,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,10,2023-10-01,162466226.3022135,18.84939180218913,0.11070321783969185,153527736.45542902,154471381.38793796,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,11,2023-11-01,163312814.20696488,18.79826527673679,0.11074354572782742,145875675.13524762,146772942.71069998,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2022-12-01,2022-12-01,12,2023-12-01,187215660.76514104,18.972653974499252,0.1107653316568515,173667650.22188666,174736285.2441946,10783034.82490316
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,1,2023-02-01,132887451.56330125,18.610035921210223,0.08575837589102739,120847009.73625232,121292212.4034959,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,2,2023-03-01,145681238.28892994,18.707889301026885,0.09765348675431389,133270212.89512692,133907176.17489962,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,3,2023-04-01,143508604.1514569,18.676075274198734,0.10372938316852076,129097084.74601421,129793484.77862807,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,4,2023-05-01,145983428.00425628,18.905631751880417,0.1069860513442273,162409543.90944988,163341679.72812495,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,5,2023-06-01,147945962.3126708,18.77686186444896,0.10876984313192471,142786614.0669415,143633762.78593245,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,6,2023-07-01,149804608.7464599,18.7419894389781,0.10975757228406635,137893118.43969834,138726205.1285517,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,7,2023-08-01,158308919.14379752,18.79327023888064,0.11030765725706766,145148837.41785333,146034598.6284797,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,8,2023-09-01,149291086.55814052,18.902466722090402,0.11061496786268926,161896325.46904674,162889816.47426093,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,9,2023-10-01,162466226.3022135,18.854740536727185,0.11078694604094232,154351115.61723724,155301261.40061232,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,10,2023-11-01,163312814.20696488,18.80227388707257,0.11088328108939699,146461607.47694436,147364760.92688707,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,11,2023-12-01,187215660.76514104,18.97565818550003,0.11093727277329533,174190168.97246197,175265359.7348696,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-01-01,2023-01-01,12,2024-01-01,204327604.53179494,18.72469857501284,0.11096754183120051,135529322.21896243,136366336.44854912,10809865.99279698
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,1,2023-03-01,145681238.28892994,18.76139451841351,0.08585882463821612,140595076.4250273,141114247.65324932,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,2,2023-04-01,143508604.1514569,18.7154934376667,0.0985820440112583,134287480.62362668,134941599.61575085,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,3,2023-05-01,145983428.00425628,18.934668260112787,0.10493185700539061,167194482.7414819,168117484.82910708,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,4,2023-06-01,147945962.3126708,18.798248323241744,0.10826969680557964,145873202.05367574,146730699.27008066,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,5,2023-07-01,149804608.7464599,18.75773936611196,0.11006457418405287,140082118.04943863,140933185.08068714,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,6,2023-08-01,158308919.14379752,18.804867676493203,0.11104059401179327,146841991.14925918,147750069.29505697,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,7,2023-09-01,149291086.55814052,18.91100534758845,0.1115744251629273,163284616.1741478,164304138.89336985,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,8,2023-10-01,162466226.3022135,18.861026254243708,0.11186730882107895,155324378.75244933,156299313.25735784,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,9,2023-11-01,163312814.20696488,18.806900479269338,0.11202826755265034,147140795.5588418,148067031.63342556,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,10,2023-12-01,187215660.76514104,18.979063094340134,0.11211680595808741,174784281.49416187,175886275.71304092,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,11,2024-01-01,204327604.53179494,18.727204026767005,0.1121655326197603,135869310.13086155,136726697.16754445,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-02-01,2023-02-01,12,2024-02-01,159278235.93683836,18.70860705157384,0.11219235647699374,133365901.99967068,134207895.41926755,10901044.051446412
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,1,2023-04-01,143508604.1514569,18.736040169236478,0.08543626297966794,137075190.53192768,137576384.81523067,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,2,2023-05-01,145983428.00425628,18.950013149310344,0.09839474313370009,169779848.90202144,170603705.30618653,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,3,2023-06-01,147945962.3126708,18.809707967780618,0.10486713643369902,147554472.07623264,148368043.6069011,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,4,2023-07-01,149804608.7464599,18.76629722397884,0.1082759062870769,141286065.1617567,142116693.0201811,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,5,2023-08-01,158308919.14379752,18.811258335932955,0.11011323056863652,147783413.25617388,148682065.8207726,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,6,2023-09-01,149291086.55814052,18.915777486861515,0.11111490018697888,164065695.33062604,165081648.25520694,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,7,2023-10-01,162466226.3022135,18.86458967840696,0.11166423653915176,155878852.72308522,156853707.45502487,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,8,2023-11-01,163312814.20696488,18.80956125977016,0.11196646053875214,147532826.24104765,148460502.4279818,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,9,2023-12-01,187215660.76514104,18.981049819703447,0.11213301950475274,175131875.03143153,176236381.1737617,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,10,2024-01-01,204327604.53179494,18.728687412233246,0.11222489833743636,136071006.2503791,136930578.0961629,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,11,2024-02-01,159278235.93683836,18.709714587277222,0.11227560762983406,133513691.32361868,134357873.17907658,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-03-01,2023-03-01,12,2024-03-01,162189752.8885526,18.80042538440944,0.11230360281398943,146191122.8782471,147115924.20743412,10981596.028651705
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,1,2023-05-01,145983428.00425628,18.977325904309286,0.08508131170856913,174480911.564703,175113574.6028333,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,2,2023-06-01,147945962.3126708,18.83093870677076,0.09800435993418129,150720653.8215274,151446219.645619,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,3,2023-07-01,149804608.7464599,18.78277753523576,0.10462403982360304,143633796.02269226,144422072.6011607,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,4,2023-08-01,158308919.14379752,18.82403475704697,0.10819710152526991,149683669.76703775,150562383.32868817,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,5,2023-09-01,149291086.55814052,18.925670645227918,0.110171266921828,165696878.71051583,166705526.452402,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,6,2023-10-01,162466226.3022135,18.87224171887762,0.11127489587611286,157076219.3189502,158051702.7573452,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,7,2023-11-01,163312814.20696488,18.81547370876292,0.11189572517406929,148407690.2969543,149339685.16879335,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,8,2023-12-01,187215660.76514104,18.98561369528487,0.11224615711808675,175932981.80471846,177044787.486878,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,9,2024-01-01,204327604.53179494,18.732207084738302,0.11244433742025789,136550775.44975844,137416765.40213963,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,10,2024-02-01,159278235.93683836,18.71242662891792,0.11255653383191061,133876277.46621005,134727006.58055967,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,11,2024-03-01,162189752.8885526,18.802513418832504,0.11262009002039657,146496693.88553298,147428675.54563382,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-04-01,2023-04-01,12,2024-04-01,170382067.58095023,18.78610839218995,0.11265610505414204,144113017.31675673,145030422.85827875,11066135.214377748
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,1,2023-06-01,147945962.3126708,18.724949086974387,0.08666337545162234,135563278.18832922,136073312.00175261,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,2,2023-07-01,149804608.7464599,18.70431739750197,0.09974881080926612,132795033.70424831,133457323.44532284,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,3,2023-08-01,158308919.14379752,18.765917945269674,0.10579336612187723,141232488.52622002,142025057.80701405,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,4,2023-09-01,149291086.55814052,18.882596568377753,0.10874299401583018,158711170.15632236,159652332.60355315,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,5,2023-10-01,162466226.3022135,18.840297964216425,0.11021500198700339,152137909.10611898,153064756.9034962,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,6,2023-11-01,163312814.20696488,18.791770569713957,0.11095723998323619,144931325.3206561,145826238.59356955,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,7,2023-12-01,187215660.76514104,18.968015437568916,0.11133338515153356,172863951.84605858,173938613.4893752,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,8,2024-01-01,204327604.53179494,18.719134205363563,0.11152448119399008,134777281.22925234,135618053.20194525,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,9,2024-02-01,159278235.93683836,18.702710251608597,0.1116216871472978,132581784.11866848,133410306.97334962,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,10,2024-03-01,162189752.8885526,18.795288005208693,0.11167116493906548,145442009.53149265,146351706.25278077,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,11,2024-04-01,170382067.58095023,18.780732631651404,0.1116963572457411,143340378.86551592,144237336.33053115,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-05-01,2023-05-01,12,2024-05-01,166327769.7078219,18.798166581675588,0.1117091863651449,145861278.63700572,146774221.0554358,11083748.003757054
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,1,2023-07-01,149804608.7464599,18.751733018636273,0.08661149366865707,139243257.93786663,139766508.81164762,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,2,2023-08-01,158308919.14379752,18.80062220774889,0.09802248649212139,146219899.53511602,146924059.86151445,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,3,2023-09-01,149291086.55814052,18.90801393359524,0.10391142586789713,162796894.14140582,163678177.53819928,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,4,2023-10-01,162466226.3022135,18.858925887883245,0.10709245162610354,154998483.02238065,155889859.10543883,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,5,2023-11-01,163312814.20696488,18.805431619675925,0.10884688603314777,146924825.04371494,147797764.61537704,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,6,2023-12-01,187215660.76514104,18.978040533673123,0.10982477080749717,174605645.31142694,175661828.16660553,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,7,2024-01-01,204327604.53179494,18.726495879681448,0.11037289488212239,135773128.73418292,136602658.60921973,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,8,2024-02-01,159278235.93683836,18.708119621001547,0.11068107485933688,133300911.22226739,134119904.9901305,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,9,2024-03-01,162189752.8885526,18.799265381679383,0.11085464309909199,146021639.09642798,146921613.0012149,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,10,2024-04-01,170382067.58095023,18.78365896958014,0.11095249061066605,143760455.5963694,144648062.82835984,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,11,2024-05-01,166327769.7078219,18.80032098657631,0.1110076807540654,146175861.6384298,147079282.95323774,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-06-01,2023-06-01,12,2024-06-01,159858497.2817491,18.81334733052823,0.11103881970089537,148092454.68829274,149008236.40509558,11045747.601714704
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,1,2023-08-01,158308919.14379752,18.83984088034267,0.0864705082947089,152068385.21161574,152637968.2348146,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,2,2023-09-01,149291086.55814052,18.93730886946984,0.09813246963177326,167636561.47880435,168445676.35686317,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,3,2023-10-01,162466226.3022135,18.880807925767087,0.10409332770661055,158427546.32104573,159288190.146595,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,4,2023-11-01,163312814.20696488,18.821776377805325,0.10728646004964182,149346008.70130706,150208001.78259096,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,5,2023-12-01,187215660.76514104,18.990249101366814,0.1090335637852988,176750395.67756325,177804156.8949951,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,6,2024-01-01,204327604.53179494,18.735614862201036,0.10999970446630708,137016903.884749,137848364.31720987,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,7,2024-02-01,159278235.93683836,18.714930818388535,0.11053698897301813,134211949.14793593,135034388.19750902,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,8,2024-03-01,162189752.8885526,18.804352782193128,0.11083669435199253,146766402.50675535,147670672.80829343,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,9,2024-04-01,170382067.58095023,18.787458795820417,0.11100415549322515,144307759.51923347,145199578.44636384,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,10,2024-05-01,166327769.7078219,18.803159081091053,0.11109781205259117,146591311.81410277,147498777.12214935,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,11,2024-06-01,159858497.2817491,18.81546708345532,0.11115021886215207,148406707.05361325,149326280.08646765,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-07-01,2023-07-01,12,2024-07-01,169912894.89976043,18.827169142886444,0.11117955230646012,150153572.18499032,151084461.98758924,11075208.917021073
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,1,2023-09-01,149291086.55814052,18.95917752093972,0.08609962899369548,171342925.90213382,171979199.443411,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,2,2023-10-01,162466226.3022135,18.8970829697177,0.0979797645723133,161027057.80322772,161801848.45612726,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,3,2023-11-01,163312814.20696488,18.833888319890615,0.10401926461234157,151165877.73582676,151985901.86121547,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,4,2023-12-01,187215660.76514104,18.999262670031023,0.1072407536406015,178350749.11827382,179379271.89762622,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,5,2024-01-01,204327604.53179494,18.7423225223239,0.10899652155465582,137939055.9910431,138760869.0723622,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,6,2024-02-01,159278235.93683836,18.719922381163503,0.1099638098342107,134883551.29494452,135701530.17472294,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,7,2024-03-01,162189752.8885526,18.808067220551898,0.11049973971084787,147312570.9886254,148214679.3387761,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,8,2024-04-01,170382067.58095023,18.790222813530708,0.11079758627756359,144707180.47127858,145598132.30851442,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,9,2024-05-01,166327769.7078219,18.805215821359802,0.11096339498309969,146893122.33469245,147800250.1361209,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,10,2024-06-01,159858497.2817491,18.81699749756181,0.11105578513214685,148634004.65695104,149553416.99141946,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,11,2024-07-01,169912894.89976043,18.828307895173996,0.11110729233649404,150324657.30209637,151255392.9911161,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-08-01,2023-08-01,12,2024-08-01,179459931.33462426,18.882647245324335,0.11113601567174386,158719213.35761508,159702433.7074117,11113450.17203218
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,1,2023-10-01,162466226.3022135,18.822274191373353,0.08681928151543875,149420373.6791812,149984570.76373,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,2,2023-11-01,163312814.20696488,18.778354329475793,0.09847777901240468,142999877.19903314,143694958.36045703,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,3,2023-12-01,187215660.76514104,18.958034477676165,0.10422328034389695,171147185.4161578,172079256.75973278,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,4,2024-01-01,204327604.53179494,18.711712851770834,0.10719301956423542,133780753.73420161,134551559.22223926,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,5,2024-02-01,159278235.93683836,18.697194873234835,0.10876038247828303,131852558.24065436,132634699.05309157,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,6,2024-03-01,162189752.8885526,18.79119106071571,0.10959605563030794,144847360.64499736,145719880.26424715,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,7,2024-04-01,170382067.58095023,18.77769071106261,0.1100439378925037,142905011.32829198,143772902.28513876,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,8,2024-05-01,166327769.7078219,18.79590897418726,0.11028463838727517,145532352.55479646,146420082.39591548,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,9,2024-06-01,159858497.2817491,18.810085407221955,0.11041418347178855,147610175.4654066,148512702.78343436,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,10,2024-07-01,169912894.89976043,18.823174032539605,0.11048395877370225,149554888.794537,150470466.21361473,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,11,2024-08-01,179459931.33462426,18.878833893000095,0.11052155666691123,158115113.63105512,159083757.82265747,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-09-01,2023-09-01,12,2024-09-01,184543486.4872822,18.820509137949028,0.11054182054928983,149156871.35320607,150070971.7247093,11116601.197263042
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,1,2023-11-01,163312814.20696488,18.821390174726147,0.08675363696650878,149288341.94913918,149851186.78113383,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,2,2023-12-01,187215660.76514104,18.99027917596052,0.09719373083615505,176755711.45383513,177592558.37760004,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,3,2024-01-01,204327604.53179494,18.735880490453244,0.10277000210657859,137053304.27972353,137778974.7815135,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,4,2024-02-01,159278235.93683836,18.715314841896955,0.10587304908415801,134263499.5891768,135018098.87509567,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,5,2024-03-01,162189752.8885526,18.804781305792904,0.10763371832767803,146829308.85134774,147682286.95099434,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,6,2024-04-01,170382067.58095023,18.78788701953139,0.10864291768274265,144369568.75668293,145224105.3397618,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,7,2024-05-01,166327769.7078219,18.80356147858518,0.1092246068523666,146650311.66053668,147527696.05119494,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,8,2024-06-01,159858497.2817491,18.815830647262334,0.10956093424998097,148460672.17030326,149354382.55975547,11093784.141218888
salvador-ISSQN,salvador,ISSQN,2023-10-01,2023-10-01,9,2024-07-01,169912894.89976043,18.827488782893926,0.10975574205628162,150201574.9453197,151108993.30266193,11093784.141218888
